date,series,female.line,n.female,female.age,male.line,n.male,male.age,mate.time1,mate.time2,mate.time3,mate.time4,mate.time5,n.mate.30m,n.mate.1hr,ratio.30m,ratio.1hr
8810,26,486,5,18,486,10,18,38.1862069,NA,NA,NA,NA,,1,0,0.2
8812,35,486,5,6,486,10,6,15.35,28.8,43.65,59.06666667,NA,2,4,0.4,0.8
8814,59,486,5,6,486,10,5,52.79885057,NA,NA,NA,NA,,1,0,0.2
8917,35,486,5,7,486,9,7,9.903448276,24.47011494,35.20344828,45.68678161,55.35344828,2,5,0.4,1
8919,5,486,5,7,486,10,7,25.55641026,41.77307692,41.80641026,61.47307692,NA,1,3,0.2,0.6
,,sum,,,,,,NA,NA,NA,NA,NA,7,20,1.4,4
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.4,2.64
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8619,27,486,5,8,OS,10,4,3.016091954,45.91609195,NA,NA,NA,1,2,0.2,0.4
8624,24,486,5,12,OS,10,5,8.397701149,9.847701149,26.26436782,38.94770115,NA,3,4,0.6,0.8
8630,9,486,5,8,OS,10,7,21.09425287,49.24425287,55.07758621,NA,NA,1,3,0.2,0.6
8704,6,486,5,11,OS,10,5,35.42701149,NA,NA,NA,NA,,1,0,0.2
8731,27,486,5,9,OS,10,9,9.817241379,26.88390805,30.46724138,45.38390805,NA,2,4,0.4,0.8
8810,27,486,5,18,OS,10,5,58.35632184,NA,NA,NA,NA,,1,0,0.2
8812,36,486,5,6,OS,10,4,18.91666667,18.93333333,44.25,58.85,NA,2,4,0.4,0.8
8814,60,486,5,6,OS,10,4,11.8,52.3,NA,NA,NA,1,2,0.2,0.4
8917,36,486,5,7,OS,10,7,12.87931034,19.87931034,28.79597701,45.54597701,NA,3,4,0.6,0.8
8919,6,486,4,7,OS,10,7,19.65384615,20.57051282,36.48717949,36.62051282,NA,2,4,0.5,1
,,sum,,,,,,199.3584439,NA,NA,NA,NA,15,29,3.1,6
,,sumsq,,,,,,6330.727951,NA,NA,NA,NA,,,1.4,4.32
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,20,517,5,7,517,10,6,NA,NA,NA,NA,NA,,0,0,0
8623,20,517,5,12,517,10,6,59.40574713,NA,NA,NA,NA,,1,0,0.2
8628,14,517,5,6,517,10,11,NA,NA,NA,NA,NA,,0,0,0
8703,11,517,5,11,517,10,11,9.764367816,17.43103448,47.09770115,NA,NA,2,3,0.4,0.6
8729,17,517,5,8,517,10,7,55.59770115,NA,NA,NA,NA,,1,0,0.2
8808,17,517,5,17,517,10,15,18.18275862,28.51609195,NA,NA,NA,2,2,0.4,0.4
8812,17,517,5,8,517,10,6,58.72816092,NA,NA,NA,NA,,1,0,0.2
8814,41,517,5,8,517,10,6,15.67816092,52.46149425,NA,NA,NA,1,2,0.2,0.4
8916,29,517,5,6,517,10,6,55.65977011,NA,NA,NA,NA,,1,0,0.2
8918,59,517,5,7,517,10,7,30.91149425,NA,NA,NA,NA,,1,0,0.2
,,sum,,,,,,NA,NA,NA,NA,NA,5,12,1,2.4
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.4,0.88
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,21,517,5,7,OS,10,6,59.65804598,NA,NA,NA,NA,,1,0,0.2
8623,21,517,4,12,OS,10,6,39.18850575,NA,NA,NA,NA,,1,0,0.25
8628,15,517,5,6,OS,10,5,NA,NA,NA,NA,NA,,0,0,0
8703,12,517,5,11,OS,10,6,8.740804598,39.4408046,NA,NA,NA,1,2,0.2,0.4
8729,18,517,5,8,OS,10,11,20.68505747,20.8683908,34.1183908,47.5183908,NA,2,4,0.4,0.8
8808,18,517,5,17,OS,10,4,13.3045977,25.48793103,32.62126437,53.62126437,NA,2,4,0.4,0.8
8812,18,517,5,8,OS,10,4,16.55804598,23.84137931,36.00804598,56.95804598,NA,2,4,0.4,0.8
8814,42,517,5,8,OS,10,6,11.27931034,19.36264368,43.02931034,NA,NA,2,3,0.4,0.6
8916,30,517,5,6,OS,10,8,7.8,14.93333333,27.35,40.43333333,NA,3,4,0.6,0.8
8918,60,517,5,7,OS,10,8,22.03333333,31,39.61666667,39.85,NA,1,4,0.2,0.8
,,sum,,,,,,NA,NA,NA,NA,NA,13,27,2.6,5.45
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,1.1,3.8225
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,23,555,5,8,555,10,6,NA,NA,NA,NA,NA,,0,0,0
8623,23,555,5,12,555,10,13,22.07068966,NA,NA,NA,NA,1,1,0.2,0.2
8628,17,555,5,5,555,10,6,37.85977011,38.02643678,52.40977011,NA,NA,,3,0,0.6
8703,14,555,5,10,555,10,9,44.29367816,44.46034483,NA,NA,NA,,2,0,0.4
8729,20,555,5,8,555,10,7,53.45977011,NA,NA,NA,NA,,1,0,0.2
8808,20,555,5,17,555,10,15,46.5816092,46.79827586,47.99827586,NA,NA,,3,0,0.6
8812,20,555,5,7,555,10,7,NA,NA,NA,NA,NA,,0,0,0
8814,44,555,5,7,555,10,8,29.89827586,45.9316092,58.19827586,NA,NA,1,3,0.2,0.6
8916,32,555,5,6,555,10,6,28.14885057,35.11551724,46.73218391,52.03218391,NA,1,4,0.2,0.8
8918,2,555,5,7,555,10,7,48.41321839,57.36321839,NA,NA,NA,,2,0,0.4
,,sum,,,,,,NA,NA,NA,NA,NA,3,19,0.6,3.8
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.1,2.12
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,24,555,5,8,OS,10,6,19.99425287,20.16091954,28.16091954,NA,NA,3,3,0.6,0.6
8623,24,555,5,12,OS,10,6,15.68678161,51.03678161,NA,NA,NA,1,2,0.2,0.4
8628,18,555,5,5,OS,9,5,11.20517241,16.87183908,25.20517241,26.03850575,NA,4,4,0.8,0.8
8703,15,555,5,10,OS,10,6,15.30344828,25.32011494,33.18678161,NA,NA,2,3,0.4,0.6
8729,21,555,5,8,OS,10,11,7.547126437,8.497126437,8.663793103,28.08045977,28.74712644,5,5,1,1
8808,21,555,5,17,OS,10,4,7.270114943,11.03678161,21.00344828,32.43678161,NA,3,4,0.6,0.8
8812,21,555,4,7,OS,10,4,9.447701149,12.26436782,18.26436782,36.16436782,NA,3,4,0.75,1
8814,45,555,5,7,OS,10,4,9.716091954,20.83275862,39.53275862,NA,NA,2,3,0.4,0.6
8916,33,555,5,6,OS,10,8,8.231034483,10.44770115,14.31436782,14.48103448,14.64770115,5,5,1,1
8918,3,555,5,7,OS,10,7,10.54310345,11.05977011,22.05977011,22.34310345,NA,4,4,0.8,0.8
,,sum,,,,,,114.9448276,187.5281609,NA,NA,NA,32,37,6.55,7.6
,,sumsq,,,,,,1477.978831,4946.886158,NA,NA,NA,,,4.9,6.16
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8619,29,639,5,8,639,10,9,25.96091954,NA,NA,NA,NA,1,1,0.2,0.2
8624,26,639,5,12,639,10,9,24.00402299,NA,NA,NA,NA,1,1,0.2,0.2
8701,8,639,5,8,639,10,10,15.96609195,37.46609195,NA,NA,NA,1,2,0.2,0.4
8704,29,639,5,10,639,10,11,16.5545977,NA,NA,NA,NA,1,1,0.2,0.2
8805,2,639,5,14,639,10,14,42.86436782,58.44770115,NA,NA,NA,,2,0,0.4
8810,32,639,5,18,639,10,19,18.47988506,48.52988506,NA,NA,NA,1,2,0.2,0.4
8811,53,639,5,7,639,10,6,35.33908046,NA,NA,NA,NA,,1,0,0.2
8814,17,639,5,8,639,10,8,11.97988506,57.12988506,NA,NA,NA,1,2,0.2,0.4
8916,35,639,5,6,639,10,6,41.46206897,51.2954023,51.46206897,NA,NA,,3,0,0.6
8918,5,639,5,7,639,10,7,19.71954023,44.2862069,47.2862069,NA,NA,1,3,0.2,0.6
,,sum,,,,,,252.3304598,NA,NA,NA,NA,7,18,1.4,3.6
,,sumsq,,,,,,7458.325124,NA,NA,NA,NA,,,0.3,1.52
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8619,30,639,5,8,OS,10,4,8.4,NA,NA,NA,NA,1,1,0.2,0.2
8624,27,639,5,12,OS,9,5,27.29885057,NA,NA,NA,NA,1,1,0.2,0.2
8701,9,639,4,8,OS,10,8,12.3183908,34.5683908,NA,NA,NA,1,2,0.25,0.5
8704,30,639,5,10,OS,10,5,18.01666667,NA,NA,NA,NA,1,1,0.2,0.2
8805,3,639,5,14,OS,10,9,7.528735632,16.3954023,18.96206897,33.56206897,NA,3,4,0.6,0.8
8810,33,639,5,18,OS,10,4,24.89310345,31.30977011,NA,NA,NA,1,2,0.2,0.4
8811,54,639,5,7,OS,10,4,6.045402299,9.312068966,14.9954023,40.52873563,NA,3,4,0.6,0.8
8814,18,639,5,8,OS,10,5,47.11091954,NA,NA,NA,NA,,1,0,0.2
8916,36,639,5,6,OS,10,8,6.294252874,12.36091954,13.66091954,18.57758621,NA,4,4,0.8,0.8
8918,6,639,5,7,OS,10,7,18.36609195,31.56609195,57.89942529,NA,NA,1,3,0.2,0.6
,,sum,,,,,,176.2724138,NA,NA,NA,NA,16,23,3.25,4.7
,,sumsq,,,,,,4601.395314,NA,NA,NA,NA,,,1.6,2.85
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,2,705,5,9,705,10,10,44.09827586,NA,NA,NA,NA,,1,0,0.2
8624,29,705,5,12,705,10,10,25.72183908,NA,NA,NA,NA,1,1,0.2,0.2
8702,20,705,5,9,705,9,9,38.28563218,NA,NA,NA,NA,,1,0,0.2
8706,8,705,5,11,705,10,9,NA,NA,NA,NA,NA,,0,0,0
8730,17,705,5,8,705,10,8,NA,NA,NA,NA,NA,,0,0,0
8809,17,705,5,18,705,10,14,NA,NA,NA,NA,NA,,0,0,0
8812,53,705,5,5,705,9,5,NA,NA,NA,NA,NA,,0,0,0
8815,23,705,5,6,705,10,6,NA,NA,NA,NA,NA,,0,0,0
8917,56,705,5,7,705,10,6,48.24655172,NA,NA,NA,NA,,1,0,0.2
8919,23,705,5,6,705,9,6,NA,NA,NA,NA,NA,,0,0,0
,,sum,,,,,,NA,NA,NA,NA,NA,1,4,0.2,0.8
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0,0.16
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,3,705,5,9,OS,10,4,36.07988506,61.04655172,NA,NA,NA,,1,0,0.2
8624,30,705,5,12,OS,10,5,NA,NA,NA,NA,NA,,0,0,0
8702,21,705,5,9,OS,9,7,11.52873563,18.86206897,NA,NA,NA,2,2,0.4,0.4
8706,9,705,5,11,OS,10,5,16.68908046,30.08908046,37.95574713,NA,NA,1,3,0.2,0.6
8730,18,705,5,8,OS,10,10,15.04770115,18.88103448,57.63103448,NA,NA,2,3,0.4,0.6
8809,18,705,5,18,OS,10,4,NA,NA,NA,NA,NA,,0,0,0
8812,54,705,5,5,OS,10,4,23.08333333,NA,NA,NA,NA,1,1,0.2,0.2
8815,24,705,5,6,OS,10,4,20.19827586,35.2816092,NA,NA,NA,1,2,0.2,0.4
8917,57,705,5,7,OS,10,7,24.92241379,31.77241379,NA,NA,NA,1,2,0.2,0.4
8919,24,705,5,6,OS,10,7,25.79102564,58.24102564,NA,NA,NA,1,2,0.2,0.4
,,sum,,,,,,NA,NA,NA,NA,NA,9,16,1.8,3.2
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.5,1.44
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,5,707,5,7,707,9,6,55.19827586,NA,NA,NA,NA,,1,0,0.2
8623,5,707,5,12,707,9,13,NA,NA,NA,NA,NA,,0,0,0
8628,20,707,5,5,707,9,6,52.09597701,NA,NA,NA,NA,,1,0,0.2
8703,17,707,5,10,707,10,10,58.62298851,NA,NA,NA,NA,,1,0,0.2
8731,5,707,5,9,707,10,9,NA,NA,NA,NA,NA,,0,0,0
8810,5,707,5,19,707,10,12,34.6637931,NA,NA,NA,NA,,1,0,0.2
8811,56,707,5,6,707,10,7,59.40804598,NA,NA,NA,NA,,1,0,0.2
8814,20,707,5,8,707,10,9,NA,NA,NA,NA,NA,,0,0,0
8916,38,707,5,6,707,10,6,51.30862069,NA,NA,NA,NA,,1,0,0.2
8918,8,707,5,7,707,10,7,6.792528736,NA,NA,NA,NA,1,1,0.2,0.2
,,sum,,,,,,NA,NA,NA,NA,NA,1,7,0.2,1.4
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0,0.28
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,6,707,5,7,OS,10,6,14.39367816,29.61034483,61.47701149,NA,NA,2,2,0.4,0.4
8623,6,707,5,12,OS,10,6,NA,NA,NA,NA,NA,,0,0,0
8628,21,707,5,5,OS,10,5,30.74137931,NA,NA,NA,NA,,1,0,0.2
8703,18,707,5,10,OS,10,6,11.13275862,31.09942529,38.58275862,NA,NA,1,3,0.2,0.6
8731,6,707,5,9,OS,10,9,49.27126437,NA,NA,NA,NA,,1,0,0.2
8810,6,707,5,19,OS,10,5,26.76724138,NA,NA,NA,NA,,1,0,0.2
8811,57,707,5,6,OS,10,4,4.297701149,48.43103448,NA,NA,NA,1,2,0.2,0.4
8814,21,707,5,8,OS,10,5,NA,NA,NA,NA,NA,,0,0,0
8916,39,707,5,6,OS,10,8,43.05747126,NA,NA,NA,NA,,1,0,0.2
8918,9,707,5,7,OS,10,7,47.63908046,NA,NA,NA,NA,,1,0,0.2
,,sum,,,,,,NA,NA,NA,NA,NA,4,12,0.8,2.4
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.2,0.88
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,26,712,5,7,712,10,6,NA,NA,NA,NA,NA,,0,0,0
8623,26,712,5,12,712,10,13,NA,NA,NA,NA,NA,,0,0,0
8702,26,712,5,6,712,10,12,21.24425287,34.74425287,54.56091954,NA,NA,1,3,0.2,0.6
8706,14,712,5,8,712,9,9,12.47183908,NA,NA,NA,NA,1,1,0.2,0.2
8805,5,712,5,14,712,10,14,NA,NA,NA,NA,NA,,0,0,0
8810,35,712,5,18,712,10,19,57.81954023,NA,NA,NA,NA,,1,0,0.2
8811,59,712,5,7,712,10,6,27.06034483,36.49367816,41.04367816,48.06034483,NA,1,4,0.2,0.8
8814,23,712,5,9,712,10,8,20.14942529,32.64942529,38.23275862,53.64942529,NA,1,4,0.2,0.8
8916,41,712,5,6,712,10,6,29.48850575,29.58850575,29.65517241,36.07183908,49.65517241,3,5,0.6,1
8918,11,712,4,7,712,10,7,27.96551724,43.29885057,59.29885057,NA,NA,1,3,0.25,0.75
,,sum,,,,,,NA,NA,NA,NA,NA,8,21,1.65,4.35
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.6,3.2825
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,27,712,5,7,OS,10,6,13.53045977,32.03045977,43.24712644,NA,NA,1,3,0.2,0.6
8623,27,712,5,12,OS,9,6,NA,NA,NA,NA,NA,,0,0,0
8702,27,712,5,6,OS,10,7,26.00402299,26.25402299,48.92068966,NA,NA,2,3,0.4,0.6
8706,15,712,5,8,OS,10,5,18.78505747,30.55172414,38.43505747,44.7183908,48.18505747,1,5,0.2,1
8805,6,712,5,14,OS,10,9,21.65517241,42.15517241,NA,NA,NA,1,2,0.2,0.4
8810,36,712,5,18,OS,10,4,NA,NA,NA,NA,NA,,0,0,0
8811,60,712,5,7,OS,10,4,9.1,31.28333333,32.25,48,48.25,1,5,0.2,1
8814,24,712,5,9,OS,10,5,18.63045977,43.1137931,NA,NA,NA,1,2,0.2,0.4
8916,42,712,5,6,OS,10,8,7.437356322,14.60402299,20.65402299,30.35402299,30.60402299,3,5,0.6,1
8918,12,712,5,7,OS,10,7,12.9954023,20.32873563,24.32873563,24.51206897,30.9954023,4,5,0.8,1
,,sum,,,,,,NA,NA,NA,NA,NA,14,30,2.8,6
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,1.4,5.04
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,5,714,5,9,714,10,10,54.80977011,NA,NA,NA,NA,,1,0,0.2
8625,2,714,5,7,714,10,11,9.647126437,28.68045977,NA,NA,NA,2,2,0.4,0.4
8630,11,714,5,7,714,10,9,8.851149425,25.61781609,28.36781609,NA,NA,3,3,0.6,0.6
8704,8,714,5,11,714,10,11,20.35114943,56.36781609,NA,NA,NA,1,2,0.2,0.4
8729,23,714,5,8,714,10,7,12.47183908,41.28850575,NA,NA,NA,1,2,0.2,0.4
8808,23,714,5,17,714,10,13,NA,NA,NA,NA,NA,,0,0,0
8812,2,714,5,8,714,10,7,10.61321839,48.86321839,NA,NA,NA,1,2,0.2,0.4
8814,26,714,5,8,714,10,8,6.059195402,28.1091954,50.52586207,NA,NA,2,3,0.4,0.6
8917,38,714,5,7,714,10,7,23.29770115,58.19770115,NA,NA,NA,1,2,0.2,0.4
8919,8,714,5,7,714,10,7,44.88205128,53.49871795,NA,NA,NA,,2,0,0.4
,,sum,,,,,,NA,NA,NA,NA,NA,11,19,2.2,3.8
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.8,1.72
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,6,714,4,9,OS,10,4,6.74137931,17.90804598,21.90804598,52.82471264,NA,3,4,0.75,1
8625,3,714,5,7,OS,10,4,NA,NA,NA,NA,NA,,0,0,0
8630,12,714,5,7,OS,10,7,8.687931034,12.8045977,12.82126437,28.5545977,37.3045977,4,5,0.8,1
8704,9,714,5,11,OS,10,5,7.596551724,8.013218391,15.11321839,40.97988506,57.97988506,3,5,0.6,1
8729,24,714,4,8,OS,10,11,3.292528736,8.475862069,38.07586207,45.02586207,NA,2,4,0.5,1
8808,24,714,5,17,OS,10,4,4.985632184,19.80229885,43.85229885,NA,NA,2,3,0.4,0.6
8812,3,714,5,8,OS,10,4,11.39310345,19.05977011,25.74310345,33.05977011,NA,3,4,0.6,0.8
8814,27,714,5,8,OS,10,5,19.37356322,40.62356322,NA,NA,NA,1,2,0.2,0.4
8917,39,714,5,7,OS,10,7,11.30689655,11.79022989,16.75689655,23.32356322,40.54022989,4,5,0.8,1
8919,9,714,5,7,OS,10,7,20.57948718,33.92948718,NA,NA,NA,1,2,0.2,0.4
,,sum,,,,,,NA,NA,NA,NA,NA,23,34,4.85,7.2
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,3.1,6.32
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,8,730,5,9,730,10,10,12.02126437,30.1045977,55.77126437,61.6045977,NA,1,3,0.2,0.6
8625,5,730,5,12,730,10,11,17.97183908,23.47183908,28.47183908,42.87183908,NA,3,4,0.6,0.8
8701,11,730,5,8,730,10,14,15.85632184,31.82298851,NA,NA,NA,1,2,0.2,0.4
8705,2,730,5,11,730,10,12,16.4545977,20.13793103,56.68793103,NA,NA,2,3,0.4,0.6
8805,20,730,5,13,730,10,12,33.08965517,40.67298851,NA,NA,NA,,2,0,0.4
8810,50,730,5,17,730,10,8,30.81781609,NA,NA,NA,NA,,1,0,0.2
8812,56,730,5,6,730,10,4,59.33333333,NA,NA,NA,NA,,1,0,0.2
8815,26,730,5,6,730,9,4,9.682183908,22.38218391,49.03218391,56.34885057,NA,2,4,0.4,0.8
8916,44,730,5,6,730,10,6,6.251724138,13.33505747,13.50172414,NA,NA,3,3,0.6,0.6
8918,14,730,5,7,730,10,7,9.255172414,29.78850575,34.80517241,42.88850575,NA,2,4,0.4,0.8
,,sum,,,,,,210.733908,NA,NA,NA,NA,14,27,2.8,5.4
,,sumsq,,,,,,6773.268994,NA,NA,NA,NA,,,1.3,3.4
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,9,730,5,9,OS,10,4,4.91954023,6.46954023,6.486206897,11.7862069,11.86954023,5,5,1,1
8625,6,730,5,12,OS,10,4,7.085632184,35.15229885,42.90229885,51.10229885,NA,1,4,0.2,0.8
8701,12,730,5,8,OS,10,8,7.141954023,9.625287356,10.12528736,28.50862069,37.20862069,4,5,0.8,1
8705,3,730,5,11,OS,10,6,13.79252874,22.54252874,42.62586207,60.87586207,NA,2,3,0.4,0.6
8805,21,730,5,13,OS,10,9,4.737356322,8.287356322,13.72068966,21.62068966,44.37068966,4,5,0.8,1
8810,51,730,5,17,OS,10,4,6.164367816,9.764367816,10.76436782,13.98103448,46.94770115,4,5,0.8,1
8812,57,730,5,6,OS,10,4,2.583333333,5.2,9.95,10.78333333,19.03333333,5,5,1,1
8815,27,730,5,6,OS,10,4,4.524137931,5.140804598,19.80747126,30.97413793,41.27413793,3,5,0.6,1
8916,45,730,5,6,OS,10,8,5.300574713,5.317241379,5.783908046,11.70057471,11.75057471,5,5,1,1
8918,15,730,5,7,OS,10,7,4.201724138,6.985057471,14.55172414,24.33505747,36.60172414,4,5,0.8,1
,,sum,,,,,,60.45114943,114.4844828,176.7178161,265.6678161,NA,37,47,7.4,9.4
,,sumsq,,,,,,448.9834043,2172.905933,4842.837312,9736.671173,NA,,,6.1,9
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,11,732,5,9,732,10,10,11.98275862,25.09942529,28.31609195,40.39942529,NA,3,4,0.6,0.8
8625,8,732,4,13,732,10,7,10.97988506,11.51321839,17.66321839,37.89655172,NA,3,4,0.75,1
8702,2,732,5,9,732,10,9,10.97643678,16.52643678,25.25977011,30.50977011,36.94310345,3,5,0.6,1
8705,20,732,5,11,732,10,6,7.820689655,38.37068966,48.57068966,NA,NA,1,3,0.2,0.6
8805,23,732,5,13,732,10,13,9.266091954,11.68275862,15.43275862,30.44942529,44.36609195,3,5,0.6,1
8810,53,732,5,17,732,10,18,9.574137931,37.15747126,NA,NA,NA,1,2,0.2,0.4
8812,23,732,5,6,732,10,7,8.090804598,8.824137931,15.2408046,20.82413793,27.7408046,5,5,1,1
8814,47,732,5,8,732,10,7,5.851724138,6.668390805,8.968390805,16.35172414,19.70172414,5,5,1,1
8917,41,732,5,6,732,10,6,7.80862069,13.17528736,20.12528736,40.92528736,56.97528736,3,5,0.6,1
8922,10,732,5,11,732,10,10,8.116666667,13.16666667,19.36666667,25.6,55.25,4,5,0.8,1
,,sum,,,,,,90.46781609,182.1844828,NA,NA,NA,31,43,6.35,8.8
,,sumsq,,,,,,849.8729376,4494.414959,NA,NA,NA,,,4.7,8.16
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,12,732,5,9,OS,10,4,33.91436782,NA,NA,NA,NA,,1,0,0.2
8625,9,732,5,13,OS,10,4,21.62701149,NA,NA,NA,NA,1,1,0.2,0.2
8702,3,732,5,9,OS,9,7,7.202873563,12.1862069,33.70287356,51.9862069,NA,2,4,0.4,0.8
8705,21,732,5,11,OS,10,6,NA,NA,NA,NA,NA,,0,0,0
8805,24,732,5,13,OS,10,9,8.047126437,14.28045977,15.38045977,33.4137931,56.4637931,3,5,0.6,1
8810,54,732,5,17,OS,10,4,12.58735632,32.40402299,54.83735632,55.93735632,NA,1,4,0.2,0.8
8812,24,732,5,6,OS,10,4,8.937356322,10.02068966,23.72068966,39.18735632,39.30402299,3,5,0.6,1
8814,48,732,5,8,OS,9,4,11.80287356,25.15287356,30.71954023,NA,NA,2,3,0.4,0.6
8917,42,732,5,6,OS,10,7,17.25114943,24.20114943,25.36781609,31.86781609,50.41781609,3,5,0.6,1
8922,11,732,5,11,OS,9,10,22.1,36.5,36.83333333,37,46.86666667,1,5,0.2,1
,,sum,,,,,,NA,NA,NA,NA,NA,16,33,3.2,6.6
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,1.5,5.72
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,14,765,5,9,765,9,10,6.944252874,13.86091954,15.52758621,28.11091954,NA,4,4,0.8,0.8
8625,11,765,5,13,765,10,12,15.5045977,38.7545977,NA,NA,NA,1,2,0.2,0.4
8701,14,765,5,8,765,10,8,10.24655172,21.42988506,NA,NA,NA,2,2,0.4,0.4
8705,5,765,5,11,765,10,12,7.185057471,13.50172414,26.63505747,49.05172414,NA,3,4,0.6,0.8
8730,20,765,5,8,765,10,8,7.675862069,14.99252874,22.5091954,34.0091954,NA,3,4,0.6,0.8
8809,20,765,5,18,765,9,14,17.66494253,NA,NA,NA,NA,1,1,0.2,0.2
8812,5,765,5,7,765,10,6,5.96954023,9.26954023,12.20287356,15.7862069,30.86954023,4,5,0.8,1
8814,29,765,5,8,765,10,8,4.702298851,4.718965517,7.418965517,17.23563218,30.43563218,4,5,0.8,1
8916,47,765,5,6,765,10,6,9.364942529,10.29827586,13.6816092,18.09827586,19.76494253,5,5,1,1
8918,17,765,5,7,765,10,7,5.27816092,9.894827586,15.39482759,23.14482759,NA,4,4,0.8,0.8
,,sum,,,,,,90.5362069,NA,NA,NA,NA,31,36,6.2,7.2
,,sumsq,,,,,,989.5092803,NA,NA,NA,NA,,,4.5,5.92
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,15,765,5,9,OS,9,4,14.2091954,31.97586207,51.79252874,NA,NA,1,3,0.2,0.6
8625,12,765,5,13,OS,10,4,NA,NA,NA,NA,NA,,0,0,0
8701,15,765,5,8,OS,10,8,5.682183908,5.782183908,16.93218391,NA,NA,3,3,0.6,0.6
8705,6,765,5,11,OS,10,6,NA,NA,NA,NA,NA,,0,0,0
8730,21,765,5,8,OS,10,10,3.414942529,7.948275862,8.198275862,13.7816092,14.01494253,5,5,1,1
8809,21,765,5,18,OS,10,4,43.75344828,NA,NA,NA,NA,,1,0,0.2
8812,6,765,5,7,OS,10,4,8.916091954,8.949425287,15.81609195,28.83275862,NA,4,4,0.8,0.8
8814,30,765,5,8,OS,10,5,11.08333333,19.3,44.33333333,44.58333333,NA,2,4,0.4,0.8
8916,48,765,5,6,OS,10,8,5.88045977,9.297126437,13.38045977,26.38045977,33.9637931,4,5,0.8,1
8918,18,765,5,7,OS,10,7,12.92471264,19.50804598,19.84137931,32.17471264,38.52471264,3,5,0.6,1
,,sum,,,,,,NA,NA,NA,NA,NA,22,30,4.4,6
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,3.2,5.04
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,8,774,5,8,774,10,6,NA,NA,NA,NA,NA,,0,0,0
8623,8,774,5,12,774,10,13,11.89597701,22.82931034,22.99597701,45.46264368,NA,3,4,0.6,0.8
8701,17,774,5,8,774,9,8,23.63678161,33.87011494,43.13678161,54.62011494,NA,1,4,0.2,0.8
8705,8,774,5,11,774,10,9,24.69885057,30.04885057,36.81551724,61.14885057,NA,2,3,0.4,0.6
8729,26,774,5,7,774,10,8,11.25057471,23.35057471,42.98390805,NA,NA,2,3,0.4,0.6
8808,26,774,5,14,774,10,14,16.07931034,22.84597701,29.04597701,29.21264368,NA,4,4,0.8,0.8
8812,8,774,5,7,774,10,7,6.192528736,19.54252874,27.37586207,47.1091954,NA,3,4,0.6,0.8
